Author,Target,Description,Attack,Target Class,Attack Class,Link,Tags,Day,Month,Year,AttackGroup,AttackEncoded,AttackClassEncoded,TargetClassGroup,TargetClassEncoded,Africa,Asia,Australia,Europe,North America,South America,AuthorKnown
State-sponsored actor,Multiple targets,"Researchers from ZecOps discover two zero-day vulnerabilities affecting iPhone and iPad devices, used on a series of ongoing remote attacks targeting iOS users since at least January 2018.",Targeted Attack,Y Multiple Industries,CE,bleepingcomputer.com,"ZecOps, iPhone, iPad",22,4,2020,Targeted Attack,12,1,Multiple Industries,9,0,0,0,0,1,0,1
?,Valve,The source code of Valve's Team Fortress 2 and Counter-Strike: Global Offensive games was leaked,Unknown,R Arts entertainment and recreation,CC,bleepingcomputer.com,Valve,22,4,2020,Unknown,13,0,Arts/ Entertainment,1,0,0,0,0,1,0,0
Government-backed attackers,US government workers,Google's Threat Analysis Group (TAG) reveals that one group has started using free meals and coupons supposedly from fast-food franchises to lure US government workers into exposing their Gmail credentials.,Account Hijacking,"O Public administration and defence, compulsory social security",CE,zdnet.com,"Google's Threat Analysis Group, TAG, Gmail",22,4,2020,Account Hijacking,1,1,Public Sector/ Government,12,0,0,0,0,1,0,1
Tag Barnakle,Vulnerable AD servers,"Researchers from Confiant identify Tag Barnakle, a group that has been compromising advertising networks running old versions of the Revive open-source ad server to redirect victims to malware.",Malvertising,Y Multiple Industries,CC,zdnet.com,"Confiant, Tag Barnakle, Revive",22,4,2020,Malvertising,7,0,Multiple Industries,9,0,0,0,0,1,0,1
?,Multiple targets,A new phishing campaign is underway that targets employees with fake customer complaints that install a new backdoor used to compromise a network.,Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,Phishing,22,4,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,SIngle Individuals,Researchers from Sophos reveal the details of a massive sextortion campaign netting nearly $500K in five months.,Malware,X Individual,CC,darkreading.com,Sophos,22,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
Jerusalem Electronic Army (J.E.Army),Water supply and treatment facilities in Israel,The Israeli National Cyber-Directorate (INCD) warns that hackers have targeted its water supply and treatment facilities. The agency is urging personnel at companies active in the energy and water sectors to change passwords for all internet-connected systems.,Unknown,"E Water supply, sewerage waste management, and remediation activities",CE,zdnet.com,"Jerusalem Electronic Army, J.E.Army, Israeli National Cyber-Directorate, INCD",23,4,2020,Unknown,13,1,Environmental Services,3,0,1,0,0,0,0,1
Ocean Lotus AKA APT32,Wuhan government and Chinese Ministry of Emergency Management,"Researchers from FireEye believe that hacking group Ocean Lotus, also known as APT32 and linked to the Vietnamese government, was involved in a spear phishing campaign targeting members of the Wuhan government and Chinese Ministry of Emergency Management in search of information related to the coronavirus pandemic.",Targeted Attack,Y Multiple Industries,CE,zdnet.com,"FireEye, Ocean Lotus, APT32, Wuhan, COVID-19, Coronavirus",23,4,2020,Targeted Attack,12,1,Multiple Industries,9,0,1,0,0,0,0,1
?,GoDaddy,GoDaddy notifies some of its customers that an unauthorized party used their web hosting account credentials to connect to their hosting account via SSH.,Account Hijacking,J Information and communication,CC,bleepingcomputer.com,GoDaddy,23,4,2020,Account Hijacking,1,0,Information/ Communication,7,0,0,0,0,1,0,0
?,US Universities,Researchers at Proofpoint discover a new campaign targeting Faculty and students at several U.S. colleges and universities with Hupigon RAT.,Malware,P Education,CC,bleepingcomputer.com,Hupigon RAT,23,4,2020,Malware,8,0,Education,2,0,0,0,0,1,0,0
Sodinokibi,SeaChange,SeaChange is hit with the Sodinokibi ransomware.,Malware,J Information and communication,CC,bleepingcomputer.com,"SeaChange, Sodinokibi, ransomware",23,4,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,1
?,Multiple targets,The U.S. National Security Agency (NSA) and the Australian Signals Directorate (ASD) issue a joint report warning of threat actors increasingly exploiting vulnerable web servers to deploy web shells.,Web Shells,Y Multiple Industries,CC,bleepingcomputer.com,"National Security Agency, NSA, Australian Signals Directorate, ASD",23,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple targets,"Researchers from Cofense discover a phishing campaign against remote workers using Skype, luring them with emails that fake notifications from the service.",Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,"Cofense, Skype, COVID-19",23,4,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,"Organizations in both public and private sectors, including financial institutions.","Researchers from ESET discover a previously undocumented botnet called VictoryGate, active since at least May 2019, and composed mainly of devices in Peru. The main activity of the botnet is mining Monero cryptocurrency.",Malware,Y Multiple Industries,CC,securityaffairs.co,"ESET, VictoryGate, Crypto, Monero",23,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,0,1,0
Florentine Banker,Israeli and UK financial firms,"Researchers from Check Point reveal the details of Florentine Banker, a cybercriminal group launching advanced business email compromise (BEC) attacks on leading Israeli and UK financial firms, stealing $1.3 million dollars in just four separate transactions.",Business Email Compromise,K Financial and insurance activities,CC,darkreading.com,"Florentine Banker, Check Point",23,4,2020,Social Engineering,10,0,Financial Services,4,0,1,0,0,0,0,1
?,Small business owners,Researchers from Abnormal Security discover a new phishing campaign targeting users of US Payroll Protection Program loans for small businesses.,Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,"Abnormal Security, US Payroll Protection",24,4,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Multiple targets,A new phishing campaign delivers a new stealthy malware called BazarBackdoor from the developers of TrickBot that is used to compromise and gain full access to corporate networks.,Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,"BazarBackdoor, TrickBot",24,4,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,US and South Korean financial organizations and banks,"Researchers at Group-IB discover that the details on roughly 400,000 payment cards related to US and South Korean financial organizations and banks are currently up for sale on Joker's Stash.",Unknown,K Financial and insurance activities,CC,bleepingcomputer.com,"Group-IB, Joker's Stash",24,4,2020,Unknown,13,0,Financial Services,4,0,0,0,0,1,0,0
?,Single Individuals,"Researchers from Inky discover a new campaign, sending out emails that impersonate the U.S. Federal Reserve and lure recipients with financial relief options through the Payment Protection Program.",Account Hijacking,X Individual,CC,bleepingcomputer.com,"Inky, U.S. Federal Reserve, COVID-19",24,4,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Single Individuals,"Hackers setup a fake NHS site, claiming to provide COVID-19 updates, aimed to distribute malware.",Malware,X Individual,CC,hackread.com,"NHS, COVID-19",24,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Illinois Valley Community College,Illinois Valley Community College is hit with a ransomware attack.,Malware,P Education,CC,databreaches.net,"Illinois Valley Community College, ransomware",24,4,2020,Malware,8,0,Education,2,0,0,0,0,1,0,0
Asnarök,Vulnerable Sophos XG Firewalls,"Cyber-security firm Sophos publishes an emergency security update to patch a zero-day vulnerability in its XG enterprise firewall product, being abused in the wild by hackers. The malware is dubbed Asnarök.",SQL Injection,Y Multiple Industries,CC,zdnet.com,"Sophos, XG, Asnarök",25,4,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,1
THE0TIME,Huiying Medical Technology,Research from Cyble identify a threat actor attempting to sell Huiying Medical Technology’s source code for AI-assisted COVID-19 detection and experimental data.,Unknown,C Manufacturing,CC,securityaffairs.co,"Cyble, Huiying Medical Technology, COVID-19, THE0TIME",25,4,2020,Unknown,13,0,Manufacturing/ Energy,8,0,1,0,0,0,0,1
?,Robert Dyas,Robert Dyas notifies customers to have been hit by a malicious script in the payment page between 7-30 March.,Malware,G Wholesale and retail trade,CC,grahamcluley.com,Robert Dyas,26,4,2020,Malware,8,0,Retail Trade,14,0,0,0,1,0,0,0
?,Multiple targets,"Researchers from Kaspersky discover a new wave of phishing scams that utilize a COVID-19 theme and impersonate well-known shipping carriers such as FedEx, UPS, and DHL.",Account Hijacking,Y Multiple Industries,CC,bleepingcomputer.com,"Kaspersky, COVID-19, FedEx, UPS, DHL",27,4,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Lumberton Township Public Schools in Burlington County,Lumberton Township Public Schools in Burlington County announces it will temporarily stop using Zoom after a hacker reportedly streamed pornography and used racist language during a lesson for middle school students.,Zoom Bombing,P Education,CC,infosecurity-magazine.com,"Lumberton Township Public Schools, Burlington County, Zoom",27,4,2020,Denial of Service,5,0,Education,2,0,0,0,0,1,0,0
Sodinokibi AKA Revil,CivicSmart,"CivicSmart, a vendor of smart parking meters, is hit with a Sodinokibi ransomware attack.",Malware,M Professional scientific and technical activities,CC,databreaches.net,"Sodinokibi, Revil, CivicSmart, Ransomware",27,4,2020,Malware,8,0,Information/ Communication,7,0,0,0,0,1,0,1
Light,Zaha Hadid Architects,"A group of hackers breaches the network of Zaha Hadid Architects, one of the world's leading architectural firms. The attackers threaten to release sensitive information on the dark web unless the company pays a ransom demand.",Malware,M Professional scientific and technical activities,CC,zdnet.com,"Zaha Hadid Architects, Light, ransomware",28,4,2020,Malware,8,0,Information/ Communication,7,0,0,0,1,0,0,1
?,Android users,"Researchers from Check Point discover a new version of the Lucy malware going mobile, encrypting data and asking for a ransom threatening FBI action.",Malware,X Individual,CC,forbes.com,"Check Point, Lucy, FBI, ransomware, Android",28,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Single Individuals,Microsoft Security Intelligence Team uncovers a number of fake movie torrents carrying malicious software that attempts to hijack a user’s machine to generate cryptocurrency.,Malware,X Individual,CC,forbes.com,"Microsoft, torrent",28,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
?,Vulnerable Wordpress servers,"Researchers from Wordfence detect a peak of attacks targeting more than 900,000 Wordpress servers exploiting vulnerable plugins.",Vulnerability,Y Multiple Industries,CC,zdnet.com,"Wordfence, Wordpress",28,4,2020,Vulnerability Exploitation,14,0,Multiple Industries,9,0,0,0,0,1,0,0
Ocean Lotus AKA APT32?,"Android devices in countries including India, Vietnam, Bangladesh, and Indonesia.","Researchers from Kaspersky warn of PhantomLance, an ongoing spying campaign in which malicious apps hosted by Google Play are covertly spying and stealing Android user data.",Malware,X Individual,CE,zdnet.com,"Kaspersky, PhantomLance, Google Play, Android",28,4,2020,Malware,8,1,Multiple Industries,9,0,0,0,0,1,0,1
Outlaw Hacking Group,Multiple targets in Europe,Researchers from Cybaze-Yoroi ZLab uncover a new botnet that is targeting European organizations.,Malware,Y Multiple Industries,CC,securityaffairs.co,"Cybaze-Yoroi ZLab, Outlaw",28,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,1
?,"Banking users especially in Brazil, Mexico, Spain and Peru","Researchers from ESET discover a new campaign using the Grandoreiro banking trojan, and exploiting the COVID-19 crisis to attack users especially in Brazil, Mexico, Spain and Peru.",Malware,K Financial and insurance activities,CC,infosecurity-magazine.com,"ESET, Grandoreiro, COVID-19",28,4,2020,Malware,8,0,Financial Services,4,0,0,0,0,1,0,0
?,Organizations in Healthcare,"Researchers from Microsoft warn of a wave of ransomware attacks with multiple payloads, targeting organizations in Healthcare.",Malware,Q Human health and social work activities,CC,scmagazine.com,"Microsoft, ransomware, COVID-19",28,4,2020,Malware,8,0,Healthcare/ Social Services,5,0,0,0,0,1,0,0
?,Zoom users,Researchers at IntSights discover multiple Zoom databases on underground forums.,Credential stuffing,Y Multiple Industries,CC,forbes.com,"IntSights, Zoom",28,4,2020,Account Hijacking,1,0,Multiple Industries,9,0,0,0,0,1,0,0
?,High-profile Estonian individuals,The Estonian Internal Security Service (KaPo) reveal that state-sponsored hackers have used a zero-day vulnerability to hijack a small number of high-profile email accounts at Estonian email provider Mail.ee.,Vulnerability,"O Public administration and defence, compulsory social security",CE,zdnet.com,"KaPo, Mail.ee.",29,4,2020,Vulnerability Exploitation,14,1,Public Sector/ Government,12,0,0,0,1,0,0,0
?,Chegg,"Chegg confirms its third data breach in the past three years: hackers stole 700 current and former employee records, including their names and Social Security numbers.",Unknown,M Professional scientific and technical activities,CC,techcrunch.com,Chegg,29,4,2020,Unknown,13,0,Information/ Communication,7,0,0,0,0,1,0,0
?,Single Individuals,Researchers at TrendMicro uncover a new cyber-criminal campaign attempting to exploit the COVID-19 pandemic to trick remote workers into installing RevCode WebMonitor RAT in disguise of a fake Zoom installer.,Malware,X Individual,CC,zdnet.com,"TrendMicro, COVID-19, Coronavirus, RevCode, Zoom",29,4,2020,Malware,8,0,Multiple Industries,9,0,0,0,0,1,0,0
